data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-07-07T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,7,0,7,65,72,1,1,2910,345,3323,4,3327,202753,110428,
2020-07-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,202,13,215,658,873,3,5,6495,842,6035,2175,8210,355305,291236,
2020-07-07T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,38,0,38,247,285,-4,2,8160,1558,8628,1375,10003,156101,83387,
2020-07-07T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,229,36,265,8809,9074,-418,53,68793,16713,88988,5592,94580,1092340,653837,
2020-07-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,180,185,-4,1,5619,987,6791,0,6791,144089,87246,
2020-07-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,18,18,-3,0,404,23,444,1,445,23800,22691,
2020-07-07T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,3,0,3,80,83,0,1,2273,292,2648,0,2648,87774,43059,
2020-07-07T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,37,40,3,3,4431,405,3380,1496,4876,128597,65442,
2020-07-07T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,210,8,218,955,1173,-35,5,26154,4107,26584,4850,31434,434835,269654,
2020-07-07T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,67,79,-14,0,3910,546,2108,2427,4535,191319,128899,per 1416 casi non e' disponibile la provenienza
2020-07-07T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,5,0,5,8,13,3,0,1224,134,1360,11,1371,88721,75144,
2020-07-07T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,12,0,12,128,140,1,1,2674,282,2749,347,3096,224783,182429,
2020-07-07T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,12,1,13,326,339,7,19,8851,1116,10086,220,10306,356547,239793,
2020-07-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,5,8,-1,0,1359,80,1433,14,1447,101557,68353,
2020-07-07T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,0,0,1045,146,1082,114,1196,18869,14138,
2020-07-07T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,17,2,19,366,385,1,14,16922,2034,19269,72,19341,1022657,425762,
2020-07-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,0,27,118,145,-8,1,2701,464,3104,206,3310,111752,74235,
2020-07-08T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,1,0,1,4,5,1,1,373,27,401,4,405,41330,40550,"NEL TOTALE CASI POSITIVI SONO COMPRESI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, ASINTOMATICI ED  IN ISOLAMENTO DOMICILIARE, NON RESIDENTI E PROVENIENTI DA STATO ESTERO.  "
2020-07-08T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,24,28,1,1,1060,97,1159,26,1185,101642,99608,
2020-07-08T17:00:00,ITA,15,Campania,40.83956555,14.25084984,36,0,36,192,228,2,3,4090,432,4693,57,4750,296630,146632,
2020-07-08T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,99,10,109,962,1071,11,49,23415,4269,28041,714,28755,531089,317517,
2020-07-08T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,8,0,8,74,82,10,4,2904,345,3325,6,3331,204580,111069,
2020-07-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,198,13,211,663,874,1,14,6508,842,6043,2181,8224,357307,293031,
2020-07-08T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,36,1,37,250,287,2,3,8161,1558,8557,1449,10006,157429,84072,
2020-07-08T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,211,34,245,8215,8460,-614,71,69466,16725,89010,5641,94651,1103015,660133,
2020-07-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,179,184,-1,3,5623,987,6794,0,6794,145099,87842,
2020-07-08T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,17,17,-1,0,405,23,444,1,445,23963,22851,
2020-07-08T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,77,83,0,2,2275,292,2650,0,2650,88462,43534,
2020-07-08T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,34,37,-3,0,4434,405,3380,1496,4876,129180,65705,
2020-07-08T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,205,8,213,927,1140,-33,25,26212,4107,26476,4983,31459,438250,271685,
2020-07-08T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,14,0,14,64,78,-1,1,3912,546,2082,2454,4536,193757,130637,per 1374 casi non e' disponibile la provenienza
2020-07-08T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,7,10,-3,0,1227,134,1360,11,1371,89561,75894,
2020-07-08T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,7,0,7,120,127,-13,1,2687,283,2749,348,3097,227239,184302,
2020-07-08T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,12,2,14,327,341,2,7,8854,1118,10092,221,10313,360262,242041,
2020-07-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,4,7,-1,0,1360,80,1433,14,1447,102611,68863,
2020-07-08T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,0,0,1045,146,1082,114,1196,19052,14235,
2020-07-08T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,17,3,20,366,386,1,7,16928,2034,19270,78,19348,1031906,428743,
2020-07-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,26,0,26,121,147,2,8,2707,464,3112,206,3318,112505,74697,
2020-07-09T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,3,5,0,0,373,27,401,4,405,41756,40976,"NEL TOTALE CASI POSITIVI SONO COMPRESI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, PROVENIENTI DA STATO ESTERO.  "
2020-07-09T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,24,28,0,0,1060,97,1159,26,1185,102585,100551,
2020-07-09T17:00:00,ITA,15,Campania,40.83956555,14.25084984,45,0,45,187,232,4,5,4091,432,4694,61,4755,298217,147644,
2020-07-09T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,96,10,106,960,1066,-5,29,23434,4269,28038,731,28769,536432,320516,"In seguito ad un ricontrollo, sono stati eliminati dall'AUsl di Reggio Emilia 16 casi: 15 casi erano doppi inserimenti, un caso è stato riattribuito all'AUsl di Cesena. Il totale dei casi all'08.07 era di 28.740, pertanto l'incremento dei casi di oggi è +29."
2020-07-09T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,2,0,2,73,75,-7,1,2912,345,3326,6,3332,206808,111646,
2020-07-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,198,13,211,678,889,15,28,6520,843,6053,2199,8252,359842,295193,
2020-07-09T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,34,1,35,243,278,-9,4,8174,1558,8530,1480,10010,158901,84825,
2020-07-09T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,201,31,232,8125,8357,-103,119,69683,16730,89057,5713,94770,1114827,667911,
2020-07-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,168,173,-11,4,5638,987,6798,0,6798,146278,88502,
2020-07-09T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,15,15,-2,0,407,23,444,1,445,24149,23033,
2020-07-09T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,78,84,1,3,2277,292,2653,0,2653,89077,43847,
2020-07-09T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,32,33,-4,0,4438,405,3380,1496,4876,130754,66161,
2020-07-09T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,193,10,203,921,1124,-16,16,26243,4108,26391,5084,31475,441677,273509,
2020-07-09T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,14,0,14,60,74,-4,0,3916,546,2082,2454,4536,196070,132160,per 1374 casi non e' disponibile la provenienza
2020-07-09T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,7,10,0,0,1227,134,1360,11,1371,90529,76752,
2020-07-09T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,122,128,1,1,2687,283,2749,349,3098,229851,186170,
2020-07-09T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,11,2,13,324,337,-4,1,8857,1120,10093,221,10314,363333,243990,
2020-07-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,4,7,0,0,1360,80,1433,14,1447,103642,69412,
2020-07-09T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,0,0,1045,146,1079,117,1196,19246,14304,
2020-07-09T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,17,2,19,373,392,6,10,16929,2037,19274,84,19358,1040189,431327,
2020-07-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,26,0,26,122,148,1,3,2709,464,3112,209,3321,113388,75231,
2020-07-10T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,373,27,401,4,405,41973,41193,"NEL TOTALE CASI POSITIVI SONO COMPRESI N. 2 SOGGETTI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING, PROVENIENTI DA STATO ESTERO.  "
2020-07-10T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,23,27,-1,1,1062,97,1159,27,1186,103582,101548,
2020-07-10T17:00:00,ITA,15,Campania,40.83956555,14.25084984,44,0,44,193,237,5,7,4093,432,4701,61,4762,299725,148627,
2020-07-10T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,96,10,106,1007,1113,47,53,23440,4269,28050,772,28822,540614,322910,
2020-07-10T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,2,0,2,76,78,3,1,2910,345,3327,6,3333,209161,112349,
2020-07-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,197,13,210,691,901,12,23,6530,844,6063,2212,8275,362312,297217,
2020-07-10T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,25,1,26,238,264,-14,15,8203,1558,8483,1542,10025,160464,85633,
2020-07-10T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,190,27,217,8124,8341,-16,135,69828,16736,89120,5785,94905,1126332,675013,
2020-07-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,164,168,-5,1,5644,987,6799,0,6799,147083,88956,
2020-07-10T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,15,15,0,0,407,23,444,1,445,24295,23177,
2020-07-10T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,80,86,2,5,2280,292,2658,0,2658,89711,44223,
2020-07-10T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,26,27,-6,3,4447,405,3380,1499,4879,131980,66521,
2020-07-10T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,193,9,202,873,1075,-49,10,26300,4110,26303,5182,31485,444443,275135,
2020-07-10T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,13,0,13,59,72,-2,4,3922,546,2084,2456,4540,198088,134139,per 1374 casi non e' disponibile la provenienza
2020-07-10T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,7,10,0,1,1228,134,1360,12,1372,91395,77452,
2020-07-10T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,118,124,-4,0,2691,283,2749,349,3098,231767,187482,
2020-07-10T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,9,2,11,319,330,-7,2,8865,1121,10095,221,10316,366018,245794,
2020-07-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,1,1,1360,80,1434,14,1448,104428,69774,
2020-07-10T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,4,0,4,1,5,0,0,1045,146,1079,117,1196,19327,14342,
2020-07-10T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,14,3,17,377,394,2,11,16936,2039,19278,91,19369,1048535,433661,
2020-07-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,0,25,122,147,-1,2,2712,464,3113,210,3323,114219,75741,
2020-07-11T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,1,374,27,401,5,406,42254,41474,"NEL TOTALE CASI POSITIVI DA ATTIVITA' DI SCREENING SONO COMPRESI N. 2 SOGGETTI RISULTATI POSITIVI, PROVENIENTI DA STATO ESTERO (MOLDAVIA) E NON RESIDENTI IN BASILICATA + N. 1 NUOVO CASO POSITIVO DI SOGGETTO RESIDENTE IN BASILICATA MA PROVENIENTE DA STATO ESTERO OVE LAVORA (KAZAKISTAN).  "
2020-07-11T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,25,29,2,2,1062,97,1159,29,1188,104475,102441,
2020-07-11T17:00:00,ITA,15,Campania,40.83956555,14.25084984,47,0,47,195,242,5,7,4095,432,4708,61,4769,301677,149873,
2020-07-11T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,93,10,103,1016,1119,6,47,23481,4269,28068,801,28869,544888,325438,
2020-07-11T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,1,0,1,78,79,1,2,2911,345,3328,7,3335,211002,112962,
2020-07-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,198,13,211,704,915,14,19,6535,844,6065,2229,8294,364876,299223,
2020-07-11T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,26,0,26,227,253,-11,6,8219,1559,8478,1553,10031,161991,86422,
2020-07-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,173,29,202,8010,8212,-129,67,70020,16740,89131,5841,94972,1133387,679427,
2020-07-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,165,169,1,4,5647,987,6803,0,6803,148103,89561,
2020-07-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,12,12,-3,0,410,23,444,1,445,24446,23324,
2020-07-11T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,76,82,-4,3,2287,292,2661,0,2661,90420,44844,
2020-07-11T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,26,28,1,2,4448,405,3381,1500,4881,132803,66741,
2020-07-11T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,190,9,199,870,1069,-6,9,26314,4111,26178,5316,31494,447166,276895,
2020-07-11T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,59,71,-1,1,3924,546,2076,2465,4541,199805,135169,per 1357 casi non e' disponibile la provenienza
2020-07-11T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,6,9,-1,0,1229,134,1360,12,1372,92286,78149,
2020-07-11T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,117,123,-1,1,2693,283,2749,350,3099,233658,188817,
2020-07-11T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,7,3,10,320,330,0,5,8869,1122,10100,221,10321,368488,247347,
2020-07-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,0,0,1360,80,1433,15,1448,105383,70252,
2020-07-11T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,-2,0,1047,146,1079,117,1196,19409,14405,
2020-07-11T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,20,3,23,375,398,4,10,16942,2039,19279,100,19379,1059816,437321,
2020-07-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,22,0,22,128,150,3,5,2713,465,3116,212,3328,115119,76203,
2020-07-12T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,374,27,401,5,406,42254,41474,"NEL TOTALE CASI POSITIVI DA ATTIVITA' DI SCREENING SONO COMPRESI N. 2 SOGGETTI RISULTATI POSITIVI, PROVENIENTI DA STATO ESTERO (MOLDAVIA) E NON RESIDENTI IN BASILICATA + N. 1 NUOVO CASO POSITIVO DI SOGGETTO RESIDENTE IN BASILICATA MA PROVENIENTE DA STATO ESTERO OVE HA LAVORATO (KAZAKISTAN).  "
2020-07-12T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,53,57,28,28,1062,97,1159,57,1216,105034,103000,"Dallo screening condotto su 70 migranti sbarcati ieri a Roccella Ionica sono stati intercettati 26 soggetti positivi dal  laboratorio dell'ASP di Reggio Calabria;  in strutture dedicate,  appositamente individuate dalla Prefettura."
2020-07-12T17:00:00,ITA,15,Campania,40.83956555,14.25084984,13,0,13,233,246,4,3,4094,432,4711,61,4772,302889,150757,
2020-07-12T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,93,10,103,1077,1180,61,71,23491,4269,28091,849,28940,547863,327651,
2020-07-12T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,2,0,2,77,79,0,0,2911,345,3328,7,3335,212196,113699,
2020-07-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,197,12,209,704,913,-2,20,6557,844,6069,2245,8314,367461,301453,
2020-07-12T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,25,0,25,214,239,-14,0,8233,1559,8475,1556,10031,163019,86925,
2020-07-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,160,31,191,7813,8004,-208,77,70297,16748,89163,5886,95049,1142932,685763,
2020-07-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,163,167,-2,1,5650,987,6804,0,6804,149154,90191,
2020-07-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,12,13,1,1,410,23,444,2,446,24647,23519,
2020-07-12T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,82,88,6,5,2286,292,2666,0,2666,91166,45318,
2020-07-12T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,24,26,-2,0,4450,405,3381,1500,4881,134432,67162,
2020-07-12T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,190,9,199,859,1058,-11,4,26329,4111,26147,5351,31498,449118,278029,
2020-07-12T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,12,0,12,59,71,0,0,3924,546,2076,2465,4541,201419,136109,per 1357 casi non e' disponibile la provenienza
2020-07-12T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,6,9,0,0,1229,134,1360,12,1372,92691,78515,
2020-07-12T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,5,0,5,118,123,0,0,2693,283,2749,350,3099,235174,189943,
2020-07-12T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,8,3,11,320,331,1,1,8869,1122,10101,221,10322,371272,249202,
2020-07-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,1,2,1361,80,1434,16,1450,106030,70601,
2020-07-12T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,0,0,1047,146,1079,117,1196,19497,14500,
2020-07-12T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,20,3,23,385,408,10,16,16948,2039,19282,113,19395,1065444,438873,
2020-07-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,19,0,19,124,143,-7,0,2719,466,3113,215,3328,115176,76243,
2020-07-13T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,374,27,401,5,406,42563,41783,"NEL TOTALE CASI POSITIVI DA ATTIVITA' DI SCREENING SONO COMPRESI N. 2 SOGGETTI RISULTATI POSITIVI, PROVENIENTI DA STATO ESTERO (MOLDAVIA) E NON RESIDENTI IN BASILICATA + N. 1 NUOVO CASO POSITIVO DI SOGGETTO RESIDENTE IN BASILICATA MA PROVENIENTE DA STATO ESTERO OVE HA LAVORATO (KAZAKISTAN).  "
2020-07-13T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,4,0,4,53,57,0,0,1062,97,1159,57,1216,105315,103281,
2020-07-13T17:00:00,ITA,15,Campania,40.83956555,14.25084984,16,0,16,237,253,7,7,4094,432,4718,61,4779,303419,151102,
2020-07-13T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,93,9,102,1091,1193,13,18,23496,4269,28096,862,28958,549870,328603,
2020-07-13T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,3,0,3,77,80,1,0,2910,345,3328,7,3335,212714,113993,
2020-07-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,191,11,202,690,892,-21,24,6601,845,6076,2262,8338,370462,304024,
2020-07-13T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,24,0,24,194,218,-21,1,8255,1559,8466,1566,10032,163409,87165,
2020-07-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,168,30,198,7813,8011,7,94,70375,16757,89209,5934,95143,1149414,689917,
2020-07-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,155,159,-8,0,5658,987,6804,0,6804,149515,90393,
2020-07-13T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,12,13,0,0,410,23,444,2,446,24710,23582,
2020-07-13T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,89,95,7,7,2286,292,2673,0,2673,91340,45433,
2020-07-13T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,24,26,0,0,4450,405,3381,1500,4881,134529,67232,
2020-07-13T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,180,9,189,864,1053,-5,6,26339,4112,26141,5363,31504,450251,278248,
2020-07-13T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,10,0,10,58,68,-3,0,3926,547,2056,2485,4541,202256,137079,per 1326 casi non e' disponibile la provenienza
2020-07-13T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,3,0,3,7,10,1,1,1229,134,1360,13,1373,93207,78923,
2020-07-13T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,6,0,6,117,123,0,1,2694,283,2749,351,3100,235954,190293,
2020-07-13T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,7,3,10,325,335,4,4,8869,1122,10105,221,10326,372853,250093,
2020-07-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,-1,0,1362,80,1434,16,1450,106265,70762,
2020-07-13T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,2,0,2,1,3,0,0,1047,146,1079,117,1196,19599,14554,
2020-07-13T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,22,3,25,387,412,4,6,16950,2039,19282,119,19401,1069923,440190,
2020-07-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,19,0,19,102,121,-22,0,2740,467,3113,215,3328,115444,76420,
2020-07-14T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,374,27,401,5,406,42851,42071,NEL TOTALE CASI POSITIVI SONO COMPRESI: N. 1 CASO RESIDENTE E DA ATTRIBUIRE ALLA REGIONE VENETO E N. 2 CASI RISULTATI POSITIVI DA ATTIVITA' DI SCREENING PROVENIENTI DA STATO ESTERO (MOLDAVIA) E NON RESIDENTI IN BASILICATA + N. 1 NUOVO CASO POSITIVO DI SOGGETTO RESIDENTE IN BASILICATA MA PROVENIENTE DA STATO ESTERO OVE HA LAVORATO (KAZAKISTAN).  
2020-07-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,5,0,5,52,57,0,0,1062,97,1159,57,1216,106176,104142,
2020-07-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,16,1,17,235,252,-1,0,4095,432,4718,61,4779,304517,151799,
2020-07-14T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,93,9,102,1087,1189,-4,13,23511,4271,28103,868,28971,554781,330870,
2020-07-14T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,4,0,4,82,86,6,3,2907,345,3331,7,3338,214706,114618,
2020-07-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,188,10,198,696,894,2,18,6616,846,6086,2270,8356,373026,306387,
2020-07-14T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,23,0,23,171,194,-24,6,8283,1561,8459,1579,10038,164739,87873,
2020-07-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,176,27,203,7749,7952,-59,30,70461,16760,89200,5973,95173,1155050,693556,
2020-07-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,156,160,1,1,5658,987,6805,0,6805,150309,90950,
2020-07-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,8,9,-4,0,414,23,444,2,446,24875,23741,
2020-07-14T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,6,0,6,89,95,0,1,2287,292,2674,0,2674,92044,46009,
2020-07-14T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,0,2,24,26,0,0,4450,405,3381,1500,4881,134858,67405,
2020-07-14T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,175,9,184,730,914,-139,3,26478,4115,26106,5401,31507,454092,280065,
2020-07-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,10,0,10,58,68,0,0,3926,547,2052,2489,4541,204917,138661,per 1316 casi non e' disponibile la provenienza
2020-07-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,4,0,4,6,10,0,1,1230,134,1361,13,1374,94052,79670,
2020-07-14T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,4,0,4,133,137,14,15,2695,283,2753,362,3115,238702,192474,
2020-07-14T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,8,2,10,301,311,-24,4,8894,1125,10107,223,10330,375745,251778,
2020-07-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,0,0,1362,80,1434,16,1450,107301,71359,
2020-07-14T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,3,0,3,1,4,1,0,1046,146,1079,117,1196,19707,14621,
2020-07-14T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,29,2,31,396,427,15,19,16952,2041,19287,133,19420,1076719,442646,
2020-07-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,107,124,3,3,2740,467,3113,218,3331,116253,76907,
2020-07-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,3,0,3,2,5,0,0,373,27,402,3,405,43107,42322,"NEL TOTALE CASI POSITIVI SONO COMPRESI: N. 1 CASO RESIDENTE E GIA' ATTRIBUITO ALLA REGIONE VENETO (DETRATTO DAL N. CASI TOTALI), N. 2 CASI RISULTATI POSITIVI PER ATTIVITA' DI SCREENING PROVENIENTI DA STATO ESTERO (MOLDAVIA) E NON RESIDENTI IN BASILICATA, N. 1 NUOVO CASO POSITIVO DI SOGGETTO RESIDENTE IN BASILICATA MA PROVENIENTE DA STATO ESTERO OVE HA LAVORATO (KAZAKISTAN).  "
